"id","symbol","chr","position","strand","product","tissue","statistic","dm","p.value","q.value"
"cg23555120","NUAK1","12",105057993,"-","AMPK-related protein kinase 5","FCTX",2.69050209367849,0.0228541909208065,0.00807157181166709,0.646788709936702
"cg10784813","SOCS1","16",11256179,"-","suppressor of cytokine signaling 1","FCTX",2.68809177128727,0.0429237767659372,0.00812691651493845,0.646788709936702
"cg05886367","BTNL9","5",180399839,"","butyrophilin-like 9","CRBLM",2.69367098236686,0.032258880867109,0.0081847618601087,0.668151141405316
"cg19777783","SLC15A4","12",127875329,"-","solute carrier family 15; member 4","PONS",-2.68981247746458,-0.0249133242924558,0.00825301694382647,0.19168567321825
"cg24127874","HES6","2",238814598,"-","hairy and enhancer of split 6","PONS",2.69014702175934,0.0462080094495095,0.00825560916372252,0.19168567321825
"cg08450982","NUMBL","19",45887750,"","numb homolog (Drosophila)-like","PONS",2.68692373396112,0.0390618930246391,0.00832024624987396,0.19168567321825
"cg23629496","C20orf75","20",5982446,"","hypothetical protein LOC164312","FCTX",-2.67774994091161,-0.0685459615531125,0.00836830133891392,0.646788709936702
"cg09619146","CPXM2","10",125641024,"-","carboxypeptidase X (M14 family); member 2","PONS",2.68150879506837,0.044701815444251,0.00844760663332011,0.192766338032714
"cg18006568","FLJ12056","2",71059399,"+","hypothetical protein LOC79998","PONS",2.67662544340592,0.0341814790681497,0.00856397659948772,0.193165097997726
"cg14792480","CDH16","16",65511758,"","cadherin 16 precursor","PONS",-2.67315905824769,-0.0290889514260697,0.00864745976953905,0.193165097997726
"cg01429391","MYH7","14",22974770,"","myosin; heavy polypeptide 7; cardiac muscle; beta","PONS",2.66952775592555,0.036560544053362,0.00874638159433647,0.193165097997726
"cg21406461","IFI16","1",157245581,"","interferon; gamma-inducible protein 16","PONS",-2.66740933856655,-0.0384331914307193,0.00878756080206682,0.193165097997726
"cg19723473","B3GALT1","2",168383286,"","UDP-Gal:betaGlcNAc beta 1;3-galactosyltransferase 1","PONS",2.65516263194204,0.0172183602094019,0.00909284519790006,0.196088138577182
"cg14542839","DKFZP586H2123","11",35503650,"","regeneration associated muscle protease isoform a","PONS",2.65330625170351,0.0347578414444324,0.00913994930385987,0.196088138577182
"cg26728422","C16orf28","16",1369016,"-","hypothetical protein LOC65259","PONS",2.64849465863813,0.0427269912170139,0.00926306885017032,0.196088138577182
"cg18468842","SLC13A3","20",44746516,"-","solute carrier family 13 member 3 isoform a","PONS",2.64849273067301,0.0439487939881029,0.00926311848234156,0.196088138577182
"cg25203980","CENTB5","1",1228458,"-","centaurin; beta 5","PONS",-2.64591334650159,-0.0382180166675951,0.00932973614265388,0.196088138577182
"cg18705301","NDUFAF1","15",39482722,"-","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex; assembly factor 1","CRBLM",-2.63964970900323,-0.0460254918772847,0.00951585432633598,0.668151141405316
"cg07326586","UBD","6",29636098,"","diubiquitin","PONS",-2.63684166275324,-0.0349382404263177,0.00956748530510379,0.199336476443728
"cg17036737","RBM8A","1",144219032,"+","RNA binding motif protein 8A","FCTX",-2.62316946927128,-0.0403443984941589,0.0097530057774576,0.730256307587138
"cg11523020","UPK3A","22",44059700,"+","uroplakin 3A precursor","CRBLM",2.62736227174658,0.0344354908774063,0.00984470854618482,0.668151141405316
"cg09548084","SLC35B3","6",8381217,"-","solute carrier family 35; member B3","TCTX",-2.617347922571,-0.0523092499488995,0.0099828714802748,0.919960002566862
"cg25417405","SLC27A2","15",48261421,"+","solute carrier family 27 (fatty acid transporter); member 2","PONS",-2.61785269136927,-0.0255887421028236,0.0100829549470706,0.208006770661528
"cg13053608","LGP1","17",37599199,"","LGP1 homolog","CRBLM",2.61668627461974,0.038054767355314,0.0101387323245084,0.668151141405316
"cg03483626","KCNA3","1",111019799,"-","potassium voltage-gated channel; shaker-related subfamily; member 3","PONS",2.61518810121831,0.0429905416136667,0.0101572588344736,0.208006770661528
"cg01731685","IL17R","22",15945455,"+","interleukin 17 receptor precursor","CRBLM",-2.61590821659372,-0.0491812452891446,0.0101604673387913,0.668151141405316
"cg10329418","PON3","7",94864117,"-","paraoxonase 3","FCTX",-2.59586734699563,-0.0338684806237834,0.0105204216141323,0.746701923728692
"cg10556064","SMPD3","16",67038990,"-","sphingomyelin phosphodiesterase 3; neutral membrane","FCTX",2.59327855411898,0.034503225611655,0.0105959371480699,0.746701923728692
"cg13282594","BGLAP","1",154478233,"","osteocalcin","PONS",-2.59837986624964,-0.0312331732510089,0.0106374645925356,0.215994620031485
"cg18118795","RBBP4","1",32890322,"","retinoblastoma binding protein 4","CRBLM",2.59827796036754,0.0421952412862888,0.0106643754764033,0.668151141405316
"cg07675682","SGSH","17",75810110,"","N-sulfoglucosamine sulfohydrolase (sulfamidase)","CRBLM",2.58958397645953,0.0479155726376216,0.0109210685282264,0.668151141405316
"cg08579995","FLJ46230","19",19717230,"","hypothetical protein LOC400679","CRBLM",2.58933963604031,0.0327303175025964,0.0109283625192707,0.668151141405316
"cg06946880","ATP6V1B1","2",71016631,"","ATPase; H+ transporting; lysosomal 56/58kD; V1 subunit B; isoform 1","CRBLM",2.58684541147205,0.0340490729597086,0.0110030709566987,0.668151141405316
"cg22940152","LOC284739","20",62139546,"","hypothetical protein LOC284739","CRBLM",2.57260499658841,0.0357283898406913,0.0114384865698138,0.668151141405316
"cg25417405","SLC27A2","15",48261421,"+","solute carrier family 27 (fatty acid transporter); member 2","TCTX",-2.56778141199602,-0.0206146656471756,0.0114419650675406,0.973634788646489
"cg01120761","CLEC4C","12",7794437,"","C-type lectin domain family 4; member C isoform 1","TCTX",2.56424990228337,0.0955884207569719,0.0115528964292078,0.973634788646489
"cg04384208","FCGR3A","1",159786020,"","Fc fragment of IgG; low affinity IIIa; receptor for (CD16)","PONS",-2.56665067153416,-0.0414447598689099,0.0116000679701139,0.226670737232879
"cg00476577","ZNF217","20",51633815,"","zinc finger protein 217","FCTX",-2.56022158602769,-0.0271691066650709,0.011603997179938,0.750930594841654
"cg09901733","RPA1","17",1678602,"","replication protein A1; 70kDa","PONS",-2.56651074589444,-0.0420350021503791,0.0116044811848998,0.226670737232879
"cg26509022","ALDH1A3","15",99236819,"+","aldehyde dehydrogenase 1A3","FCTX",2.55588999727972,0.0314555083009324,0.0117422773095994,0.750930594841654
"cg07705835","IL17RC","3",9934128,"","interleukin 17 receptor C isoform 3 precursor","PONS",2.56193782498677,0.0436055314427231,0.0117495433497668,0.226670737232879
"cg21145624","MEIS3","19",52614711,"-","Meis1; myeloid ecotropic viral integration site 1 homolog 3 isoform 2","PONS",-2.56160287300934,-0.0138295704258804,0.011760232499636,0.226670737232879
"cg16678925","OR1A2","17",3047722,"","olfactory receptor; family 1; subfamily A; member 2","PONS",-2.56064456999717,-0.0232108726040545,0.0117908626299508,0.226670737232879
"cg17866455","SCAND2","15",82974955,"+","SCAN domain-containing protein 2 isoform 1","FCTX",-2.55337389978754,-0.0309849523518851,0.0118232774819018,0.750930594841654
"cg15164103","MEST","7",129914107,"+","mesoderm specific transcript isoform b","CRBLM",2.56005448759112,0.0379218303193726,0.0118350196406386,0.668151141405316
"cg19903229","C14orf105","14",57030403,"","hypothetical protein LOC55195","PONS",2.55726379321803,0.0376900693571946,0.0118994955905217,0.226670737232879
"cg10025865","SERPINA6","14",93859434,"","corticosteroid binding globulin precursor","CRBLM",2.55774252216421,0.0307127035222887,0.011909399841516,0.668151141405316
"cg01120761","CLEC4C","12",7794437,"","C-type lectin domain family 4; member C isoform 1","FCTX",2.5507099397949,0.0966018437557282,0.0119095837245338,0.750930594841654
"cg23704362","C8orf46","8",67568296,"","hypothetical protein LOC254778","PONS",-2.5545408163822,-0.0472506346688448,0.0119876448293803,0.226670737232879
"cg16752583","TRPV6","7",142293853,"","transient receptor potential cation channel; subfamily V; member 6","PONS",2.55441162562178,0.0280371253846053,0.0119918415830346,0.226670737232879
"cg11393848","C1QC","1",22841927,"","complement component 1; q subcomponent; gamma polypeptide","TCTX",-2.55046377050511,-0.023228141058186,0.0119952496799127,0.973634788646489
"cg09173897","KIAA1622","14",93709485,"+","HEAT-like repeat-containing protein isoform 2","PONS",-2.55370915776513,-0.0205320381857905,0.012014684319105,0.226670737232879
"cg24166628","TNNC1","3",52463110,"","troponin C; slow","PONS",2.54767959810872,0.0284122519760489,0.0122123660905282,0.228600227757076
"cg06529761","DNASE1","16",3642487,"","deoxyribonuclease I precursor","TCTX",2.5402684714566,0.0138562736364313,0.0123320986992587,0.973634788646489
"cg15633390","EIF4E","4",100070234,"-","eukaryotic translation initiation factor 4E","FCTX",-2.53529448862789,-0.0329424918188116,0.0124201957176744,0.763045870244819
"cg09210315","SLCO4A1","20",60743500,"","solute carrier organic anion transporter family member 4A1","CRBLM",2.54061576298502,0.0354077237955179,0.0124736125300384,0.668151141405316
"cg04049033","RILP","17",1500411,"","Rab interacting lysosomal protein","PONS",2.53846063939902,0.0137859682976539,0.0125202639319849,0.232546917682448
"cg10468702","PTGER1","19",14446209,"-","prostaglandin E receptor 1; subtype EP1","TCTX",-2.52683553582179,-0.0222276200714709,0.0127888605961292,0.973634788646489
"cg14912575","C14orf162","14",69107989,"-","chromosome 14 open reading frame 162","PONS",-2.52999755681139,-0.0203738682978805,0.0128090309658092,0.236080293800606
"cg05782445","KCNK3","2",26768711,"+","potassium channel; subfamily K; member 3","FCTX",2.52227477007652,0.0228167297399873,0.012866637450371,0.770711583277221
"cg05516537","TFDP1","13",113287959,"+","transcription factor Dp-1","PONS",2.52702237189243,0.0373000609104032,0.0129119569688594,0.236160678606009
"cg25101056","KCNG4","16",82831498,"","potassium voltage-gated channel; subfamily G; member 4 isoform 2","CRBLM",2.51716973180416,0.0293190405230694,0.0132848981154988,0.668151141405316
"cg22549408","PMAIP1","18",55717280,"+","phorbol-12-myristate-13-acetate-induced protein 1","PONS",-2.51203752359129,-0.0308889836206914,0.0134417130063343,0.237671816036466
"cg22438810","LCN2","9",129951613,"","lipocalin 2 (oncogene 24p3)","PONS",2.51187708115103,0.0302961184958601,0.0134474889197876,0.237671816036466
"cg27269917","SLC5A10","17",18794462,"","solute carrier family 5 (sodium/glucose cotransporter); member 10","PONS",-2.51140480872226,-0.0496881041229408,0.0134645035890435,0.237671816036466
"cg05485060","CTNNAL1","9",110816600,"","catenin; alpha-like 1","PONS",2.5101438570291,0.0414473744300599,0.0135100266931739,0.237671816036466
"cg09009380","PKP1","1",199519597,"+","plakophilin 1 isoform 1a","TCTX",-2.50089767967377,-0.0389155335082,0.0137139211698665,0.973634788646489
"cg13759778","OMG","17",26648565,"","oligodendrocyte myelin glycoprotein","PONS",-2.50369028113889,-0.0397833351212136,0.0137451796609659,0.237671816036466
"cg23065097","FKBP1B","2",24125331,"+","FK506-binding protein 1B isoform b","PONS",-2.50154073352311,-0.0319668061017374,0.0138243135808734,0.237671816036466
"cg22566906","GRASP","12",50685980,"","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein","PONS",-2.49709250330009,-0.0253436669559973,0.0139893678353137,0.237671816036466
"cg10071275","MYT1","20",62266274,"+","myelin transcription factor 1","PONS",-2.49624329453473,-0.0405116448844982,0.0140210779150736,0.237671816036466
"cg09835085","KCNE4","2",223624836,"+","potassium voltage-gated channel; Isk-related family; member 4","PONS",-2.49544080837915,-0.0287154412183217,0.0140511024138043,0.237671816036466
"cg02022375","KRTAP1-1","17",36451247,"","keratin associated protein 1-1","PONS",-2.49524245522256,-0.0409653980921734,0.0140585325274772,0.237671816036466
"cg04833050","LHFPL2","5",77841807,"-","lipoma HMGIC fusion partner-like 2","FCTX",2.48927258024395,0.0273409976630935,0.0140632661962876,0.821843556251342
"cg14727512","TSSK2","22",17498918,"+","spermiogenesis associated serine/threonine kinase 22B","PONS",-2.49368118362676,-0.0482271147573914,0.0141171390319354,0.237671816036466
"cg24516901","FLJ22746","2",224975045,"-","hypothetical protein LOC79843","PONS",-2.49146517127258,-0.0368092834236323,0.0142006981723816,0.237671816036466
"cg05093686","MAB21L1","13",34948788,"-","mab-21-like protein 1","PONS",-2.48906165533565,-0.0359983095620046,0.0142918272599546,0.237671816036466
"cg04033774","GPSM2","1",109220090,"+","G-protein signalling modulator 2 (AGS3-like; C. elegans)","PONS",-2.48658172802996,-0.0361635252584257,0.0143864011897594,0.237671816036466
"cg01963696","ELA2","19",802650,"+","elastase 2; neutrophil preproprotein","TCTX",-2.48082786965938,-0.0191281171623439,0.0144702812571193,0.973634788646489
"cg04716261","ARPM2","1",2927859,"","actin-related protein M2","PONS",2.48288797876348,0.0347053732410378,0.0145421762215232,0.237671816036466
"cg26415655","IL31RA","5",55184731,"","gp130-like monocyte receptor","PONS",-2.48138850040772,-0.0443293074983118,0.0145862633494007,0.237671816036466
"cg16772207","MYT1","20",62266251,"+","myelin transcription factor 1","PONS",-2.47656004443304,-0.0430200149611116,0.0147743091248401,0.237671816036466
"cg03245641","GPHA2","11",64459991,"","glycoprotein hormone alpha 2","PONS",2.47501608991384,0.0292559792968378,0.014834894211712,0.237671816036466
"cg08727202","MPST","22",35744693,"+","3-mercaptopyruvate sulfurtransferase","CRBLM",2.47273500880526,0.0267105372622677,0.0149531850629723,0.668151141405316
"cg22182666","BZRAP1","17",53760154,"","peripheral benzodiazepine receptor-associated protein 1","PONS",-2.47190840513275,-0.0213244191023201,0.0149575135767867,0.237671816036466
"cg19248557","HLA-DRA","6",32515816,"","major histocompatibility complex; class II; DR alpha precursor","PONS",-2.4694949198238,-0.0352174961303731,0.0150533655099137,0.237671816036466
"cg14567401","FLJ38288","19",62953959,"","hypothetical protein LOC284309","PONS",-2.46888493454644,-0.0297309566815264,0.0150776778119962,0.237671816036466
"cg27377213","PPP1R16B","20",36867217,"+","protein phosphatase 1 regulatory inhibitor subunit 16B","FCTX",-2.46312961618767,-0.020435851554963,0.0150806935269985,0.860317659302103
"cg02037013","MC4R","18",56190510,"","melanocortin 4 receptor","PONS",2.46631883731626,0.0333201284384462,0.0151803395752863,0.237726102107099
"cg27609819","PLCL1","2",198524422,"","phospholipase C-like 1","CRBLM",2.46637783925273,0.0649770124485484,0.0152065775587122,0.668151141405316
"cg12875426","DYM","18",45241530,"-","dymeclin","TCTX",-2.45280320950616,-0.0175116277831761,0.0155887050270893,0.973634788646489
"cg04845628","MINA","3",99173380,"-","MYC induced nuclear antigen isoform 2","TCTX",2.44900143990025,0.0170868912810169,0.0157462154188354,0.973634788646489
"cg26312920","NEUROD6","7",31346915,"","neurogenic differentiation 6","PONS",-2.45124798409909,-0.0283041614968804,0.0157959661356649,0.244967082882381
"cg27089714","KIAA0196","8",126166340,"","hypothetical protein LOC9897","PONS",-2.44995976389275,-0.0361439553161628,0.0158496070214201,0.244967082882381
"cg12927617","ORM1","9",116124423,"","orosomucoid 1 precursor","FCTX",-2.44433384470411,-0.0409211518902634,0.0158521937547099,0.883298982239184
"cg20951539","PXT1","6",36475797,"","peroxisomal; testis specific 1","CRBLM",2.45055662909765,0.0430784552040142,0.0158539153967236,0.668151141405316
"cg08662074","PAPPA","9",117955688,"","pregnancy-associated plasma protein A preproprotein","PONS",-2.44791844268013,-0.0105509196197357,0.0159494427920081,0.244967082882381
"cg05185584","KCNJ11","11",17366758,"","potassium inwardly-rectifying channel J11","CRBLM",2.44705595180837,0.0399535699573989,0.0160004258516118,0.668151141405316
"cg01443630","CLCN7","16",1465699,"-","chloride channel 7","TCTX",-2.44290283575776,-0.023035036351463,0.0160018467531066,0.973634788646489
"cg06200339","SOX30","5",157011982,"-","SRY (sex determining region Y)-box 30 isoform a","CRBLM",-2.44437457502001,-0.0362460717345527,0.0161134618209119,0.668151141405316
"cg02254461","AXUD1","3",39170908,"-","AXIN1 up-regulated 1","PONS",2.44034072095737,0.0389600263898026,0.0162552982842532,0.245979771106554
"cg22705929","YPEL4","11",57174550,"","yippee-like 4","PONS",2.4390316063759,0.0341361993771368,0.0163112204155572,0.245979771106554
